competition_id,date,name
1848,2017-12-09,2017 Power for a Purpose
1849,2017-12-02,Shreveport Showdown
1850,2017-12-09,Pounds for Paws
1851,2017-12-09,South Carolina State Championship
1852,2017-12-09,Warrior Collegiate Open
1853,2017-12-10,Midwest Senior States
1854,2017-12-02,2017 STS Lifts for Gifts
1855,2017-12-02,Inaugural Virginia High School and Collegiate Championships
1856,2016-08-27,USA Powerlifting Summer End
1857,2017-11-04,Undaunted Powerhouse Push-Pull
1858,2017-12-09,17th Annual Ketchikan Winter Meet
1859,2017-12-16,2017 Philadelphia Love Championship
1860,2017-12-16,2nd Annual Orlando Open Championships
1861,2017-11-18,Ironside Lift for Pits
1862,2017-12-16,2017 Winter Iron Open
1863,2017-12-10,Holiday Havoc
1864,2017-12-09,2017 Equinox Open
1865,2017-12-16,Pure Fitness Open December
1866,2017-12-16,Southside Christmas Classic
1867,2017-12-16,Blizzard Open
1868,2017-12-09,LA Tech Rookie Meet
1869,2018-01-13,2018 Wyoming State Championship
1870,2018-01-13,2018 Boynton Barbell Center Championship
1872,2018-01-13,2018 Louisiana State Meet
1873,2018-01-13,2018 Virginia Winter Open
1874,2018-01-13,LiftingLarge Open
1875,2018-01-13,5th Annual Saint John's Raw High School Classic
1876,2018-01-14,3rd Annual Worcester Open
1877,2018-01-20,Wisconsin Open State Championships
1878,2018-01-20,Wisconsin Rookie State Championships
1879,2018-01-20,2018 Michigan High School Qualifier
1880,2018-01-20,"Tacoma ""Rookie"" Competition"
1882,2018-01-20,Northeast Iron Beast Winter Classic V
1883,2018-01-13,CT Winter Classic
1884,2018-01-14,2018 OK State Championships
1885,2017-12-03,SCI-Graterford Winter Powerlifting Meet
1886,2017-12-17,2017 Chicagoland Mens Raw Novice
1887,2017-12-16,2017 South Dakota
1888,2018-01-14,2018 Winter Games of Texas
1889,2018-01-20,Atlanta Winter Smash
1890,2018-01-20,Mean Green Raw Classic
1891,2018-01-27,Butte Barbell Push/Pull
1892,2018-01-20,MN Womens State Championship
1893,2018-01-27,Gorilla House Championships
1894,2018-01-27,Happy New Year
1895,2017-12-16,NorCal Winter Classic
1896,2017-11-04,Iron Lion
1897,2018-01-27,Hoosier Open
1898,2018-02-03,2018 SBWC Winter Invitational
1899,2018-01-27,Arkitect Open
1900,2018-02-03,2018 Beyond Limits Classic
1901,2018-02-03,2018 MoreyMayhem BarBellum
1902,2018-02-03,Alabama State Championship
1903,2018-02-10,2018 Lake Pleasant Classic
1904,2018-02-03,Covington Qualifier
1905,2018-02-10,MN High School State Championship
1906,2018-02-10,PF Open Series #1
1907,2018-02-11,High School National Qualifier
1908,2018-02-11,5th Annual High School Elite Cup
1909,2018-02-11,2018 Garden State Winter War
1910,2018-02-10,Georgia State Championships
1911,2018-02-03,Spartan Open
1912,2017-12-09,2017 Holiday Classic
1913,2018-02-11,2018 Liberty Bell Classic
1914,2018-02-16,2018 Youth Nationals
1915,2018-02-13,SD High School Qualifier
1916,2018-02-04,2018 Whitehall/Indee High School Meet
1917,2018-01-27,2018 Cyclone Classic
1918,2018-02-10,Woodward Academy Invitational
1920,2018-02-17,2018 Family Fitness Works Classic
1921,2018-02-17,2018 Pelican State Open
1923,2018-02-17,2018 Aggie Showdown
1924,2018-02-17,Northeast Collegiate Championships
1925,2018-02-18,Bulldog Qualifier
1926,2018-02-17,Washington State Championship
1927,2018-02-17,2018 Kim & Ray Speed Power Strength Invitational
1928,2018-02-11,2018 CO State Championships
1929,2017-11-11,Boss of Norcal 5
1930,2018-02-03,2018 Kentucky Open
1931,2018-02-18,Winter Open
1933,2018-02-24,Give Me Liberty or Give Me No Lift
1934,2018-02-25,6th Annual Winter Classic
1935,2018-02-17,Commodore Classic
1936,2018-02-17,2018 Mustache Mayhem
1937,2018-03-02,The Arnold - A7 Bar Grip Pro Raw Challenge
1938,2018-03-03,The Arnold - SBD Pro American
1939,2018-03-04,The Arnold - Bodybuilding.com Pro Deadlift
1940,2018-03-04,The Arnold - NextLifter Ohio Classic Push-Pull
1941,2018-03-03,The Arnold - Grand Prix by SBD
1942,2018-03-03,The Arnold - SSP Nutrition Pro Raw Bench
1943,2018-03-04,The Arnold - Titan Pro Bench Bash
1944,2018-02-18,Glen Mills Invitational
1945,2018-02-24,Boss of Norcal 6 Winter Championship
1946,2018-01-28,2018 Illinois Womens Raw Open
1947,2018-03-03,2018 Illinois Collegiate Meet
1948,2018-02-24,Capital City Clash
1949,2018-02-10,Terrapin Open
1950,2018-02-24,2018 Maine State Championships
1951,2018-02-25,2018 Texas Strength Classic
1952,2018-03-11,2018 WHSPA State Championship
1953,2018-02-18,2018 Murder of Crows Barbell Club Open
1954,2018-03-10,2018 Squats & Science Championship
1955,2018-03-10,March Mayhem
1956,2018-03-10,Quad City Throw Down
1957,2018-03-10,Cowboy State Raw
1958,2018-03-11,2018 Spring Break Bash
1959,2018-03-03,Connecticut Spring Classic
1960,2018-03-11,8th Annual Ryan Moore New England States High School States Championships
1961,2018-03-10,2018 March Madness
1962,2018-03-10,26th Military National Championships
1963,2018-03-10,3rd Annual Orlando Open Powerlifting Championships
1964,2018-03-19,2018 Bare Bones Qualifier
1965,2018-03-18,2018 Heart of Texas Open
1966,2018-03-18,2018 Whippany Athletic Club Spring Classic
1967,2018-03-22,2018 High School National Championships
1968,2018-03-17,New Mexico State Championship
1969,2018-03-10,Top Crop Barbell Open
1970,2018-03-17,Georgia High School State Championships
1971,2018-03-17,Minnesota Men's State Championship
1972,2018-03-10,2018 Idaho State Championships
1973,2018-02-18,River's Edge 2018
1974,2018-03-17,South Dakota State Powerlifting Championships
1975,2018-03-24,Springfield Showdown
1976,2018-03-24,2018 Seattle Rookie Competition
1977,2018-03-18,Pittsburgh Barbell Spring Open 2018
1978,2018-03-31,The Athletix Open
1979,2018-02-10,City of Lights Invitational
1980,2018-03-10,2018 Virginia State Championships
1981,2018-03-24,Battle on the Border
1982,2018-03-31,2018 Easter Open
1983,2018-03-31,2nd Annual Capital City Barbell Championships
1984,2018-04-07,2018 Raw High School State Championship
1985,2018-04-07,2018 CBUS Lifting Co Spring Classic
1986,2018-03-24,Et Tu Brute Strength
1987,2018-04-07,Exile Open
1988,2018-03-31,St. Patrick's Day Open
1989,2018-04-08,2018 Delaware State Championship
1990,2018-04-08,2018 New England Spring Classic
1991,2018-03-31,2018 Mississippi Championships
1992,2018-04-07,Texas State Championships
1994,2018-03-24,Iron City Open
1995,2018-04-07,Battle At The Brickyard
1997,2018-04-14,2018 Battle On The Border
1998,2018-04-14,2018 Empire Classic
1999,2018-04-14,Montana State Championships
2000,2018-04-14,Spring Break Throwdown
2001,2018-04-07,Oregon State Championships
2002,2018-04-19,2018 Collegiate Nationals
2003,2018-04-14,Georgia Spring Open
2004,2018-04-28,2018 CBC Powerlifting Championships
2005,2018-04-29,2018 Spring Barbellum
2007,2018-04-21,2018 American Strength Masters Brawl
2008,2018-04-28,2018 Los Angeles Collegiate Battle
2009,2018-04-28,2018 District Open
2010,2018-04-28,2018 SBWC Spring Classic
2011,2018-04-07,Pennsylvania States
2012,2018-04-28,MadCity Open
2013,2018-04-14,2018 Arizona State Championship
2014,2018-02-17,2018 Island Qualifier
2015,2018-04-14,California State Championship
2016,2018-05-05,Pure Fitness Series Meet 2
2017,2018-04-14,2018 Illinois State Championships
2018,2018-05-05,2018 East Texas Open
2019,2018-05-05,2018 Philadelphia Freedom Championship
2020,2018-05-05,Roswell Barbell's Atlanta Women's Open
2021,2018-04-28,Gorilla Warfare II: Pandora's Box
2022,2018-05-05,2018 Missouri State Championships
2023,2018-03-17,St. Patrick's Day Shamrock Throwdown
2024,2018-04-14,5Th Annual Nova Open
2025,2018-04-21,Words Have Weight
2026,2018-05-18,2018 Open Nationals
2027,2018-05-19,Long Island Spring Showdown
2028,2018-05-12,Barbells On The Boardwalk
2029,2018-05-12,36th Annual Florida State Championships
2030,2018-05-12,2018 Maryland State Championship
2031,2018-05-12,Rochester Rumble
2032,2018-04-28,2018 Louisiana Legend Qualifier
2033,2018-04-28,Nebraska State Championship
2034,2018-04-07,920 Raw Open
2035,2018-05-12,Tennessee And Surrounding States Championship
2036,2018-04-28,2018 New Hampshire State Championships
2037,2018-05-06,Connecticut State Championship and May Showdown
2038,2018-04-28,2018 Hawaii High School Championship
2039,2018-05-12,2018 Arlington Strength Raw Classic
2040,2018-05-19,Women Of Steel Showdown
2041,2018-03-17,Southern Iron Open and Special Olympic Fundraiser
2042,2018-03-18,Chicagoland Men's Raw Open
2043,2018-03-18,Chicagoland Men's Raw Open
2044,2018-05-05,2018 Louisiana State Games
2045,2018-05-26,2018 Ohio State Championship
2046,2018-05-26,Boss Of Norcal 7
2047,2018-06-02,Kansas Heavy Metal Open
2048,2018-05-26,Spring Raw Classic 2018
2049,2018-06-02,Prescott Bar Buster
2050,2018-06-02,Gulf Breeze Open
2053,2018-06-02,Life Liberty & The Pursuit Of Three White Lights
2054,2018-06-02,1St Annual Camellia City Invitational
2055,2018-06-02,SSP Bench Press Deadlift and Push-Pull Championship
2056,2018-06-09,Twin Cities Open
2057,2018-06-09,Badger Open
2058,2018-04-21,Wasatch Valley Champs
2060,2018-06-02,NY State Champonships
2061,2018-06-09,BFE Classic
2062,2018-06-03,Massachusetts And Rhode Island State Championship
2063,2018-06-17,Dallas Equipped 2018
2064,2018-05-26,2018 Central Texas Classic
2065,2018-05-12,Kilodelphia Iron Open
2066,2018-06-16,Med City Raw Open
2067,2018-05-19,PA State BP DL Championships
2068,2018-06-16,Iowa State Championships
2069,2018-03-24,Kenai Peninsula Classic
2070,2018-06-16,BP & DL Challenge
2071,2018-06-23,Pure Fitness Series Meet 3
2072,2018-06-23,Meet Me at the Bar
2073,2018-06-09,Battle at the Beach
2076,2018-06-23,Baystate Invitational
2077,2018-06-02,NC State Championships
2078,2018-05-05,Alaska State Championships
2079,2018-06-23,Calcasieu Cup
2080,2018-06-23,Southwest Florida Championships
2081,2018-06-24,New Jersey State Championship
2082,2018-06-23,RPG BarBellum
2083,2018-06-16,Nevada State Championships
2084,2018-06-23,Summer Slam
2085,2018-06-06,6th IPF World Classic Championships
2087,2018-06-02,Limitless Open
2088,2018-05-14,3rd IPF World Classic Bench Press
2089,2018-06-09,Seattle Strength and Power
2090,2018-07-01,Bridgetown Barbell B-Q
2091,2018-06-30,Vermont State Championships
2092,2018-04-23,World Bench Press Championships
2093,2018-07-07,Liberty Games
2095,2018-07-07,WHG Summer Slam
2096,2018-07-07,Summer Raid
2097,2018-07-14,DC Barbell Club Pro Invitational
2098,2018-07-14,Rumble on Pratt Street
2099,2018-07-14,Virginia Summer Slam
2100,2018-06-30,Hawaii State Championship
2101,2018-07-15,Summer Classic
2102,2018-07-15,7th Annual USA Powerlifting Central Florida Open Championships
2105,2018-07-21,Arizona 4th Annual Route 66 Classic
2106,2018-07-14,Midwest & Central Super Regionals
2107,2018-07-09,3rd University Powerlifting Cup
2109,2018-07-14,California State Games
2110,2018-07-21,South Texas Showdown
2111,2018-07-21,5 Bar Showdown
2112,2018-07-21,Palmetto Classic
2113,2018-07-28,Granite State Grand Prix
2114,2018-07-29,Rocky Mountain State Games
2115,2018-07-28,Rev Fit Open
2116,2018-07-28,Northwest Regionals
2119,2018-07-28,Buffalo Sports Expo
2120,2018-06-30,Summer Power Fest
2121,2018-07-28,Central Cali Throwdown
2122,2018-07-21,CT Summer Showdown
2123,2018-08-04,22nd Street Barbell Open
2124,2018-08-04,Unreal BarBellum
2125,2018-08-04,Dog Days of Summer Powerlifting
2126,2018-08-04,Kansas City Metro Classic
2127,2018-08-05,SoCal Powerlifting Open
2128,2018-08-04,Twin Ports Raw Open
2130,2018-01-14,UBC New Years Powerlifting Championship
2131,2018-08-11,Southwest Regional Championships
2132,2018-08-11,Kentucky State Championship
2135,2018-08-18,El Paso Iron Open
2136,2018-08-11,Southern Regional Championships
2137,2018-08-18,Noonan Barbell Raw Open
2138,2018-08-18,Big Iron Classic
2139,2018-08-18,Southeast Regional
2140,2018-08-18,Northeast Regionals
2141,2018-08-25,Pure Fitness Series Meet 4
2142,2018-08-05,Mid-AtlanticRegionals
2144,2018-08-25,Raw Ruckus
2145,2018-08-25,Anchored Open
2146,2018-08-26,Whippany Athletic Club Fall Power Fest
2147,2018-08-25,Kabuki Strength Fall Classic
2148,2018-08-25,Wolf Open
2149,2018-09-02,Nola Invitational
2150,2018-09-01,Fall Filibuster
2151,2018-09-08,Maine Summer Classic
2152,2018-09-01,2nd Annual North Florida Open Championships
2153,2018-09-08,New Mexico State Fair Deadlift Invitational
2154,2018-09-08,CBUS Lifting Co Fall Classic
2155,2018-09-09,2018 Chicagoland Women's Raw Open
2156,2018-09-09,Stars And Stripes Open
2157,2018-09-15,Michigan Rookie Rumble
2158,2018-09-15,Kansas Klassic
2159,2018-09-03,World Juniors & Sub-Juniors Championships
2160,2018-09-15,Iron Wars
2161,2018-09-15,Spokane Rookie Competition
2162,2018-09-15,Powerlifting for Pups
2163,2018-09-08,Fortius Labor and Lift Open
2164,2018-09-15,SCS Classic
2165,2018-09-16,Colorado Fall Open III: License to Lift
2166,2018-09-22,Family Fitness Work Summer Bash
2167,2018-09-15,Bench Press Nationals
2168,2018-09-22,2nd Annual Phoenix Task Force Powerlifting Festival
2169,2018-09-23,Apeman Strong Fest 2.0
2170,2018-09-22,Southern Barbelle Classic
2171,2018-09-23,New Jersey Heavy Metal Classic
2172,2018-09-22,Virginia Fall FInale
2173,2018-09-22,Myrtle Beach Bar Bash
2174,2018-09-29,Music City Classic
2175,2018-09-29,Back to Old School Bash
2176,2018-09-29,Solcana Novice Meet
2177,2018-09-29,Liftoberfest
2178,2018-10-06,Western Wisconsin Open
2179,2018-10-07,Chicagoland Mens Raw Novice
2180,2018-10-06,Baltimore Open
2181,2018-10-02,IPF World Masters Chamionships
2182,2018-10-07,Stars and Stripes Rookie Championships
2183,2018-10-13,Philadelphia Fall Showdown
2184,2018-10-13,Michigan Iron Monger
2185,2018-10-06,Sunshine State Championships
2186,2018-09-29,Miami Classic
2187,2018-10-11,2018 Raw Nationals
2188,2018-10-20,Muscle Beach Powerlifting Classic
2189,2018-10-20,Pioneer Valley Open
2190,2018-10-20,Milwaukee Collegiate Cup
2191,2018-10-20,Virginia Winter Wrecker
2192,2018-10-27,Pure Fitness Series Meet 5
2193,2018-10-27,2018  Midwestern Collegiate Cup
2194,2018-10-27,American Strength Monsters Bash 2018
2195,2018-10-27,Rove Open 2018
2196,2018-10-27,SBWC Fall Classic
2197,2018-10-20,Halloween Havoc at the Rock
2198,2018-11-03,Michigan Teen and Youth State Meet
2199,2018-11-03,Ivy League Invitational Championships
2200,2018-11-03,Granite State Grand Prix II
2201,2018-11-03,Fall Festival of Power
2202,2018-11-03,Rio Grande Valley Fall Classic
2203,2018-11-10,2nd Annual USA Powerlifting Champion's Fall Classic
2204,2018-10-27,Kenai Peninsula Rumble
2205,2018-11-10,2nd Annual I STEP Invitational USA Powerlifting Veterans Day Meet
2208,2018-11-10,Iron Office Veterans Day Open
2210,2018-10-25,13th NAPF North American Regional Bench Press Championships
2211,2018-11-10,Salute to Service II
2212,2018-11-04,2018 Fall Pittsburgh Raw Open
2213,2018-11-10,QC Iron Thriller
2214,2018-11-10,Eau Claire Open
2215,2018-11-11,Missouri Collegiate Championships
2216,2018-11-11,2018 Raw Collegiate Cup
2217,2018-11-10,Veterans Day Championships
2218,2018-11-17,Abbeville Open and LA Collegiate Championships
2219,2018-11-17,Brawl in the Falls
2220,2018-11-10,Lift for Pit 3
2221,2018-11-18,Baystate Series #1
2222,2018-11-17,Arizona 2018 Fall Classic
2223,2018-11-05,2018 World Open Championships
2224,2018-11-18,Thanksgiving Throwdown
2225,2018-11-18,New Jersey Iron Gobbler
2226,2018-11-24,Queen City Throwdown
2227,2018-10-28,Iron Lion Open
2229,2018-11-17,Boss of Norcal 8
2230,2018-11-10,Longhorn Open
2231,2018-11-18,15th Annual USA Powerlifting Florida Collegiate Championships
2232,2018-11-10,Savage Open
2233,2018-12-01,2018 Brother Bennett
2234,2018-12-01,Michigan State Meet
2235,2018-12-02,Long Island Winter Showdown
2236,2018-12-01,2018 New England Open Championship
2237,2018-12-01,Kansas State Championship
2238,2018-12-01,Shreveport Showdown
2239,2018-12-02,Murder of Crows December Open
2240,2018-12-02,California Winter Classic
2241,2018-12-01,2018 Collegiate Cup & Texas Open
2242,2018-12-01,Kilos On The Coosa
2243,2018-11-17,RMLC Championships
2244,2018-12-01,Maryland Bench Open
2245,2018-12-01,2018 Wisconsin Collegiate State Championship
2246,2018-11-17,Gainsgiving Open
2247,2018-12-01,Solcana Deadlift Meet
2248,2018-12-08,2018 Elite Physique Open
2249,2018-12-08,Land of 10000 Plates Collegiate Raw Invitational
2250,2018-12-01,Greater Tampa Open Championships
2251,2018-12-08,Krampus Classic
2253,2018-12-08,Power for a Purpose
2254,2018-12-08,Winter Swolestice
2255,2018-12-08,Warrior Collegiate Open
2256,2018-12-08,Midwest Senior States
2257,2018-12-09,Chaos Winter Classic
2258,2018-12-08,Season of Strength
2259,2018-12-08,2018 Central Mass Open
2260,2018-12-09,Sonoran Desert Showdown
2261,2018-12-09,2018 New Jersey Collegiate Invitational Championship
2262,2018-12-08,Winter Wars 2018
2263,2018-12-08,Southern Border Wars
2264,2018-10-27,Ray Williams Classic 2018
2265,2018-12-08,Beast of the Metro East
2266,2018-12-15,Philadelphia Love Championship
2267,2018-12-15,Trojan Iron War
2268,2018-12-15,Pure Fitness Series Final Meet
2269,2018-12-15,Southside Fall/Winter Classic
2270,2018-12-15,Virginia Holiday Havoc
2271,2018-12-15,Cougar Classic
2272,2018-12-15,South Carolina State Championships
2273,2018-12-08,18th Annual Ketchikan Winter Meet
2274,2018-12-16,3rd Annual Merry LIftmas
2275,2018-12-15,Winter Iron Open
2276,2018-12-15,Big 3 Open
2277,2018-12-14,Louisiana Tech Rookie Meet
2278,2018-10-20,Push Pull for Pink
2279,2019-01-05,2019 Michigan HS Qualifier
2280,2019-01-05,East Regional High School Qualifier
2281,2018-12-08,Team Phoinix Holiday Classic
2282,2019-01-12,MN State High School Championship
2283,2019-01-12,Iron and Ice Push Pull Meet
2284,2019-01-13,6th Annual St. John's High School Classic
2285,2019-01-13,Garden State Winter War
2286,2019-01-12,United Barbell Classic
2287,2019-01-19,Southeast Collegiate Clash
2288,2019-01-19,Tacoma Rookie Comp
2289,2019-01-19,Minnesota State Bench Press Championships
2290,2019-01-19,Louisiana State Meet
2291,2019-01-19,Virginia High School and Collegiate State Championships
2292,2019-01-19,South Bay Classic
2293,2019-01-19,Northeast Iron Beast Winter Classic VI
2294,2019-01-19,WI State Championship
2295,2019-01-20,Winter Games of Texas
2296,2019-01-26,12th Annual Capital City Clash
2297,2019-01-26,Des Moines Classic
2298,2019-01-26,Spartan Open
2299,2019-01-27,Illinois Raw Collegiate Power Meet
2300,2019-01-26,Virginia Winter Open 2
2301,2019-01-26,Boynton Barbell Championship
2302,2019-01-19,WHG Winter Open
2303,2019-01-19,Southern New England Open
2304,2019-01-27,Granite State Grand Prix III
2305,2019-01-19,2nd Southwest Florida Championships
2306,2019-01-26,Happy New Year
2307,2019-01-26,Limitless Rookie Open
2308,2019-02-02,2019 Youth Nationals
2309,2019-02-02,Nebraska Collegiate State Championships
2310,2019-02-03,Hattiesburg Closed QT
2311,2019-02-02,Abington Heights Invitational
2312,2019-02-02,SBWC Box of Rats Invitational
2313,2019-02-02,Alabama State Championship
2314,2019-02-01,West Monroe High School Nationals Qualifier
2315,2019-01-19,P.O.D. Winter Seasonal
2316,2019-02-09,Liberty Bell Classic
2317,2019-02-09,PF Series Meet 1
2318,2019-02-09,Beyond Limits Classic
2319,2019-02-09,Calvary Qualifier
2320,2019-02-10,Last Chance Qualifier Road to Collegiates
2321,2019-02-09,Nor'Easter Bench Bashand Deadlift
2322,2019-02-09,6th Annual High School Elite Cup
2323,2019-02-09,Woodward Academy Invitational
2324,2019-02-09,Lake Pleasant Classic
2325,2019-02-09,Central Louisiana High School Nationals Qualifier
2326,2019-02-16,Swolemates Challenge
2327,2019-02-16,Pelican State Meet
2328,2019-02-09,Covington Qualifier
2329,2019-02-09,Georgia State Championships
2330,2019-02-09,Keystone Collegiate Cup
2331,2019-02-16,2nd Annual Mustache Mayhem
2332,2019-02-16,Washington State Championship
2333,2019-02-17,Island Qualifier
2334,2019-02-16,Murder of Crows Open
2335,2019-02-16,MN Women's State Championship
2336,2019-02-23,WI High School National Qualifier
2337,2019-02-23,Wyoming State Championship
2338,2019-02-23,3D Fit BarBellum
2339,2019-02-23,Virginia Novice Open
2340,2019-02-24,Texas Strength Classic
2341,2019-02-24,2019 Illinois Women's Raw Open
2343,2019-02-23,Indiana State Powerlifting Championship
2344,2019-02-16,2019 Heartbreakers
2345,2019-02-16,2019 Winter Classic and Northeast Collegiate Regional
2346,2019-02-17,MN State Men's Powerlifting Championships
2347,2019-02-24,Pittsburgh Spring Classic
2348,2019-02-23,Jacksonville Open Championships
2349,2019-02-23,Boss of NorCal Winter Championship 2019
2350,2019-03-03,Arnold - Battle of the Regions
2351,2019-03-03,Arnold - Pro Deadlift
2352,2019-03-02,Arnold - Grand Prix by SBD
2353,2019-03-02,Arnold - Titan Pro Bench Bash
2354,2019-02-17,2019 Aggie Showdown
2356,2019-03-02,WHSPA State Championship
2357,2019-03-02,Fresno March Madness
2358,2019-03-02,CT Spring Classic
2359,2019-02-09,Colorado State Championships
2360,2019-02-23,Arlington Strength Raw Classic
2361,2019-02-10,Convoy Strength Open
2362,2019-02-16,RM Østafjell Styrkeløft utstyrsfritt
2365,2019-03-02,Arnold - SBD Pro American
2366,2019-03-01,Arnold - A7 Raw Challenge
2367,2019-03-09,Family Fitness Works Classic
2368,2019-03-09,Virginia Military and First Responder State Championships
2369,2019-03-10,Gentry Gym Spring Break Bash
2370,2019-03-09,Iowa State Championships
2371,2019-03-02,3rd Annual Capital City Barbell Championships
2372,2019-03-09,March Mayhem High School Only
2373,2019-03-09,Georgia High School State Championship
2374,2019-02-16,Idaho State Championships
2375,2019-03-16,2019 Military Nationals
2376,2019-03-16,Top Crop Barbell Open
2377,2019-03-16,Capital City Classic
2378,2019-03-16,Old School Irons of March
2379,2019-03-16,Dragon Open
2380,2019-03-16,Elevate Barbell Championship
2381,2019-03-17,4th Annual  Orlando Open Championships
2382,2019-03-16,3rd Annual New Mexico State Championship
2383,2019-03-10,9rd Annual Ryan Moore New England States Open High School Championship
2384,2019-03-16,Pennsylvania State Championships
2385,2019-03-16,South Dakota State Championships
2386,2019-03-09,Alaska Fairbanks Showdown
2387,2019-03-23,Prime Performance Push Pull
2388,2019-03-23,Battle on the Border
2389,2019-03-23,Battle On The Border
2390,2019-03-24,Baystate Athletic Club Series Meet# 2
2391,2019-03-24,Men's Chicagoland Raw Open
2392,2019-03-24,Whippany Athletic Club Spring Smash
2393,2019-03-16,California State Games
2394,2019-03-23,Squats & Science Championship
2395,2019-03-23,Madness Open
2396,2019-03-30,American Strength Masters Brawl
2397,2019-03-23,Iron City Open
2398,2019-03-31,SoCal Spring Open
2399,2019-03-30,Oregon State Championship
2400,2019-03-28,2019 High School Nationals
2401,2019-04-06,Iron Triathlon
2402,2019-04-06,Maine State Championship
2403,2019-04-06,Motor City BarBellum
2404,2019-04-06,Virginia Richmond Open
2405,2019-04-07,Delaware State Championship
2406,2019-04-07,New England Spring Classic
2407,2019-04-06,Georgia Spring Open
2408,2019-04-06,37th Annual Florida State Championships
2409,2019-04-06,Maryland State Championships
2410,2019-04-13,Spring Break Throwdown II
2411,2019-04-13,Springfield Showdown
2412,2019-04-13,Tennessee and Surrounding States Championship
2413,2019-04-13,Empire Classic
2414,2019-04-13,Battle By The Bridge
2415,2019-04-12,2019 Collegiate Nationals
2416,2019-04-20,New Hampshire & Vermont State Championships
2417,2019-04-20,Ironclub Collegiate Open
2418,2019-04-27,PF Series Meet 2
2419,2019-04-27,2019 Louisiana RAW High School State Championship
2420,2019-04-27,San Diego Validus Open
2421,2019-04-27,Nebraska State Championship
2422,2019-04-27,Texas State Championships
2423,2019-04-20,Louisiana Legend Qualifier
2424,2019-04-13,920 Raw Open
2425,2019-04-27,SBWC Spring Classic
2426,2019-05-04,New York Ladies of Iron
2427,2019-04-27,Illinois State Championships
2428,2019-04-27,AZ State Championship
2429,2019-05-04,East Texas Open
2430,2019-05-04,Washington Ladies of Iron
2431,2019-05-04,Ohio Ladies of Iron
2432,2019-05-04,Minnesota Ladies of Iron
2433,2019-04-28,Hawaii State/High School State Championships
2435,2019-05-04,Spring BarBellum
2436,2019-05-04,LA State Games
2437,2019-05-04,Virginia Ladies of Iron and Virginia State Championships
2438,2019-05-04,Santa Cruz Spring Open
2439,2019-05-04,Oregon Ladies of Iron
2440,2019-05-05,Pure Focus Classic
2441,2019-05-04,Pennsylvania / New Jersey Ladies of Iron
2442,2019-05-04,Wisconsin Ladies of Iron
2443,2019-05-04,Idaho Ladies of Iron
2444,2019-05-04,Connecticut Ladies of Iron State Championships & May Showdown
2445,2019-05-04,Words Have Weight
2446,2019-04-27,District Open
2447,2019-05-04,MA & RI Ladies of Iron
2448,2019-05-04,Bay State Series 3
2449,2019-05-05,Gorilla Warfare III: Final Conflict
2450,2019-05-04,United Ladies of Iron
2451,2019-05-11,South Padre Island Showdown
2452,2019-05-10,2019 Open Nationals
2453,2019-05-11,Western NY Championships
2454,2019-05-18,Mississippi Championship
2455,2019-05-18,Mayhem Open
2456,2019-05-18,Ohio State Championships
2457,2019-05-18,Exile Bench - Deadlift Raw Open
2458,2019-05-18,Silverback Challenge
2460,2019-05-18,Granite City Open
2461,2019-05-25,Meet Me at the Bar
2462,2019-05-25,Philadelphia Freedom Championship
2463,2019-05-25,Ignite Your Power
2466,2019-05-18,PA State BP/DL Championships
2468,2019-05-18,IPF Classic World Bench Press Championships - Tokyo Japan
2469,2019-05-18,IPF Equipped World Bench Press Championships - Tokyo Japan
2470,2019-06-01,2nd Annual Camellia City Invitational
2471,2019-06-01,Kansas Heavy Metal Open
2472,2019-06-01,Gulf Breeze Open
2473,2019-06-01,Cowboy State Raw
2474,2019-06-01,New Jersey State Championship
2475,2019-06-01,Missouri State Championships
2476,2019-05-18,Alaska State Championship
2477,2019-05-25,Boss of NorCal 10
2478,2019-06-08,The Mecca Gym's Iron Inferno
2479,2019-06-08,Badger Open 2019
2480,2019-06-01,Odyssey Barbell Spring Open
2481,2019-05-11,Dallas Champions 2019
2482,2019-06-09,Rumble at the Brewery
2483,2019-06-08,Twin Cities Open
2484,2019-06-02,5th Annaul Freedom Classic
2485,2019-06-08,NC State Championships
2486,2019-06-08,4th Annual Battle at the Beach
2487,2019-06-08,Prescott Bar Buster
2488,2019-06-08,Rumble on the Riverfront
2489,2019-06-02,2019 Massachusetts and Rhode Island State Championships
2490,2019-06-15,Nevada State Championships
2491,2019-06-15,Seattle Summer Classic
2492,2019-06-15,Summer Blastoff
2493,2019-06-15,CBC Powerlifting Championships
2494,2019-06-08,Team Rohr Bench Press & Deadlift Challenge
2495,2019-06-08,York Powerlifting Championships
2496,2019-06-15,New York State Championships
2497,2019-06-22,2019 Calcasieu Cup
2498,2019-06-22,PF Series Meet 3
2499,2019-06-22,Central Texas Classic
2500,2019-06-22,RPG BarBellum
2501,2019-06-15,Annapolis Novice Open
2502,2019-06-22,Des Moines Open
2503,2019-06-04,IPF 7th World Classic Championships - Helsingborg Sweden
2504,2019-06-22,Y-Town Throwdown
2505,2019-06-22,Southern Gulf Coast Classic Championships
2506,2019-06-29,Team Cup Challenge
2507,2019-06-29,Citizen's Gym River City Classic
2508,2019-06-29,New York State Bench Press Championships
2509,2019-07-06,Kabuki Strength Summer Classic
2510,2019-07-06,Limitless Open
2511,2019-07-06,Summer Raid
